id,sample_date,P-PO4,N-NH4,N-NO3,N-NO2,S-SO4,Cl,pH,EC,cm,TOC,IC,TC,TN,TON,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,Hg,K,Mg,Mn,Mo,Na,Ni,Pb,Zn,Notes
6,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2020-01-26,0.65425,0.42734222222222223,26.829014,0.196526,59.86263333333333,807.559,,,,19.33,46.43,65.76,20.85,0.0,,,,,,,,,,,,,,,,,,,
9,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2020-02-03,2.28982,0.5387366444444444,58.1861393,0.1647307,36.43783333333334,277.4973,7.89,2039.0,8,18.44,48.4,66.84,46.69,0.0,0.02479,0.0,0.10479,189.07,0.0,0.0,0.00612,0.0,0.00691,0.0,11.535,39.976,0.02268,0.0,138.7,0.0,0.0,0.0,"זרימה צלולה, אך בצדדים עכורה חומה, מהירות בינונית-מהירה"
2,2020-02-03,1.03488,0.3074179111111111,48.5098663,0.1331137,38.28196666666667,279.0927,8.05,1929.0,~20,16.33,42.72,59.05,41.85,0.0,0.0409,0.0,0.10061,178.94,0.0,0.0,0.00921,0.0,0.00709,0.0,8.633,36.881,0.02241,0.0,130.46,0.00095,0.0,0.0,"זרימה עכורה (לבן-אפור), זרימה מהירה"
3,2020-02-03,0.77374,0.13180136666666667,44.0172065,0.1303735,44.59636666666666,373.0591,8.22,2269.0,10,16.56,46.16,62.72,36.53,0.0,0.02414,0.0,0.14679,185.18,0.0,0.0,0.00613,0.0,0.00482,0.0,7.6108,45.967,0.00319,0.0,169.45,0.0,0.0,0.0,"זרימה מהירה, מים עכורים (לבן-צהבהב). נדגם מחלק מבוטן"
4,2020-02-03,0.7014,0.1465992111111111,42.732650299999996,0.1291397,44.95643333333334,383.0471,8.29,2267.0,118,16.11,46.47,62.58,35.95,0.0,0.03919,0.0,0.14473,195.57,0.0,0.0,0.00581,0.0,0.01218,0.0,7.5778,46.387,0.00981,0.0,171.09,0.0,0.0,0.0,"בריכה עמוקה, אחרי גשר. זרימה איטית (2) ובהמשך בינונית (5). מים עכורים - חומים"
5,2020-02-03,0.38194,0.14600833333333335,38.9096158,0.1347442,44.9642,554.6895,8.13,2797.0,70,9.922,25.49,35.41,32.32,0.0,0.0,0.0,0.16487,234.42,0.0,0.0,0.00557,0.0,0.00297,0.0,14.551,59.215,0.01624,0.0,195.02,0.00133,0.0,0.0,"זרימה בינונית, בבריכה לפני גשר. מים יחסית צלולים, קרקעית בוצית"
6,2020-02-03,0.05400861,0.06302073555555555,43.67454,0.0,33.37493333333333,632.9407,7.05,2989.0,80,4.693,15.03,19.72,36.11,0.0,0.01809,0.0,0.20364,252.64,0.0,0.0,0.00645,0.0,0.0,0.0,1.7836,71.18,0.0,0.0,177.37,0.0,0.0,0.0,"מים צלולים, פושרים, יחסית נמוכים"
7,2020-02-03,0.70936,0.16102068888888887,43.5962613,0.1536287,48.49803333333333,486.8578,8.12,2596.0,12,16.71,48.33,65.04,36.46,0.0,0.05461,0.0,0.17062,212.58,0.0,0.0,0.00545,0.0,0.02975,0.0,9.0895,56.307,0.0398,0.0,192.3,0.00086,0.0,0.0,זרימה בינונית-מהירה (6) מים עכורים במקצת
8,2020-02-03,0.50135,0.24485914444444445,36.5142154,0.2428746,59.632200000000005,781.2523,8.03,3594.0,90,17.61,50.13,67.74,30.39,0.0,0.01957,0.0,0.2978,217.06,0.0,0.0,0.00477,0.0,0.00576,0.0,7.9956,88.038,0.06013,0.0,311.66,0.00092,0.0,0.0,זרימה איטית (1) ורחבה. מים עכורים במקצת
9,2020-02-03,1.38515,0.6859597888888889,23.692468899999998,0.4722711,55.323,690.8065,8.0,3282.0,~110,19.43,55.8,75.23,20.49,0.0,0.02928,0.0,0.28332,199.62,0.0,0.00113,0.0058,0.00279,0.01892,0.0,12.361,83.466,0.1706,0.00265,285.12,0.00445,0.0,0.0,מים עכורים ומלכלכים (חומים עם ג'יםה). זרימה איטית (1). צבים שחורים (צבי ביצות?) נצפו במים.
10,2020-02-03,0.48062,0.3975944777777778,31.9598662,0.36626380000000003,57.34096666666667,752.1011,7.97,3452.0,25,18.27,51.56,69.83,26.85,0.0,0.0275,0.0,0.28698,212.97,0.0,0.0,0.00586,0.0,0.00716,0.0,9.0843,85.353,0.10752,0.0,307.06,0.00204,0.0,0.0,זרימה מהירה (7). נמדד אחרי הסכר (למטה) דליפות קטנות מעל הסכר ומצד ימין. מים עכורים במקצת.
11,2020-02-03,1.0342,0.4943600666666666,30.082143900000002,0.48981610000000003,59.31473333333333,750.4106,8.04,3432.0,100,18.98,51.56,70.54,25.22,0.0,0.03264,0.0,0.31511,200.03,0.0,0.0,0.00627,0.0,0.01279,0.0,13.26,85.233,0.09608,0.00184,310.49,0.00208,0.0,0.0,כמעט ואין זרימה (0-1). מים עכורים במקצת. הגשר לא מוצף.
12,2020-02-03,0.52288,0.7252234111111111,10.1606738,0.5110162,33.6747,404.6975,7.96,1990.0,140-150,15.48,37.58,53.06,9.723,0.0,0.02718,0.0,0.17392,112.59,0.0,0.0,0.00596,0.0,0.00866,0.0,8.7537,40.628,0.0595,0.0,197.93,0.00173,0.0,0.0,זרימה מהירה (7). נראים חומים עכורים אבל בפועל צלולים. קשה למדוד גובה (נמדד כמה מ' לפני נקודה רגילה)
13,2020-02-03,0.64261,0.6922092333333334,11.985991799999999,0.5182882,36.32366666666667,428.3923,,,,15.91,38.85,54.76,10.98,0.0,0.05633,0.0,0.1844,122.98,0.0,0.0,0.00574,0.0,0.01007,0.0,9.1731,43.523,0.06642,0.0,207.19,0.00159,0.0,0.0,
1,2020-02-18,0.1433794,0.11681444444444443,85.48137227,0.03997773,44.8245,323.1893,7.92,2281.0,5,9.731,29.06,38.79,65.74,0.0,,,,,,,,,,,,,,,,,,,"זרימה צלולה, עכירות בצדדים. המאגר כמעא מלא, זרימה טובה לנחל. מהירות בינונית (3). נמדד מחלק מבוטן"
2,2020-02-18,0.1343675,0.07851705555555556,61.17732196,0.08244804,43.095933333333335,311.6575,7.99,2104.0,20,10.21,29.58,39.79,51.83,0.0,,,,,,,,,,,,,,,,,,,זרימה מהירה באפיק צר עם אבנים (4). מים צלולים עכורים במקצת.
3,2020-02-18,0.25767,0.057272358888888895,49.45302589999999,0.1029041,50.712266666666665,422.4133,8.14,2421.0,9,14.6,45.64,60.24,42.87,0.0,,,,,,,,,,,,,,,,,,,זרימה שטוחה ומהירה (5). מים צלולים עם עכירות קלה.
4,2020-02-18,0.28623,0.054767937777777775,47.8276472,0.1051828,50.92666666666667,425.8442,8.2,2425.0,89,14.81,46.29,61.1,41.96,0.0,,,,,,,,,,,,,,,,,,,בריכה אחרי הגשר. זרימה איטית (2). במשך זרימה בינונית (4). מים קצת עכורים.
5,2020-02-18,0.08502748,0.08143271111111111,43.046381000000004,0.202099,46.35736666666667,583.1935,8.05,2872.0,68,10.07,29.75,39.82,32.83,0.0,,,,,,,,,,,,,,,,,,,"בריכה לפני גשר זרימה איטית (2). לאחר הגשר, זרימה בינונית-מהירה מעל אפיק עם אבנים (5) עכירות נמטכה בינונית."
6,2020-02-18,0.00928805,0.02918585444444445,47.88701,0.0,32.701456666666665,633.7842,7.09,2962.0,80,4.9,15.94,20.84,35.97,0.0,,,,,,,,,,,,,,,,,,,מים צלולים ופושרים.
7,2020-02-18,0.24043,0.055427470000000006,45.7305713,0.17916870000000001,57.99443333333334,528.5495,8.15,2757.0,10,9.608,27.26,36.87,39.59,0.0,,,,,,,,,,,,,,,,,,,זרימה מהירה (5) עכורה במקצת. נמדד מחלק מבוטן.
8,2020-02-18,0.27167,0.16299111111111111,40.6681431,0.32288690000000003,66.92876666666668,846.2513,8.0,3735.0,90,15.29,44.24,59.53,31.35,0.0,,,,,,,,,,,,,,,,,,,"זרימה איטית (3), עכורה במקצת, נמדד אחרי הגשר."
9,2020-02-18,0.42425,1.289088888888889,26.8919141,0.2441759,60.2663,697.7523,8.18,3279.0,51,18.3,55.3,73.6,21.1,0.0,,,,,,,,,,,,,,,,,,,זרימה איטית (2). מים נראים עכורים ומלוכלים. גובה נמדד לפני צינור מתכת.
10,2020-02-18,0.33981,0.5660277777777778,37.9083988,0.3259912,66.18303333333334,818.9896,8.24,3632.0,20,14.54,41.7,56.24,28.82,0.0,,,,,,,,,,,,,,,,,,,מים עכורים במקצת. זרימה מעל הסכר ומצדדיו (בעיקר צד ימין). מהירות בינונית גבוהה (7)
11,2020-02-18,2.56561,9.733772222222221,31.069244899999998,0.8051250999999999,64.15339999999999,747.779,8.01,3512.0,60,20.62,47.51,68.13,31.94,0.0,,,,,,,,,,,,,,,,,,,"זרימה בינונית (4). מים עכורים, נמדד לפני גשר."
12,2020-02-18,0.7824,1.6827844444444446,18.50622,1.11239,56.68096666666667,679.8625,7.94,3083.0,~130,17.06,43.79,60.85,15.87,0.0,,,,,,,,,,,,,,,,,,,זרימה עכורה במצקת. מהירה (7)
13,2020-02-18,1.06597,2.913228888888889,20.613563,1.0447570000000002,58.76226666666667,699.6099,7.98,3155.0,65,17.13,44.9,62.03,18.56,0.0,,,,,,,,,,,,,,,,,,,"מים עכורים במקצת. מהירות זרימה בינונית 6. גשר מוצף במקצת (9 ס""מ)"
1,2020-03-03,0.1624018,0.017620563333333332,79.04994004000001,0.02492996,47.035599999999995,323.1328,7.96,2292.0,5.0,9.911,30.44,40.35,63.26,0.0,0.0464,0.0,0.1217,230.42,0.0,0.0,0.00623,0.0,0.08778,0.0,3.7847,40.327,0.03084,0.0,137.58,0.0,0.0,0.0,"מים צלולים. זרימה בינונית (3), מים זורמים לכיוון הנחל"
2,2020-03-03,0.07908617,0.002688101111111111,55.3394879,0.1088421,43.7660333333333,325.3907,8.17,2053.0,23.0,13.1,39.11,52.21,44.39,0.0,0.03695,0.0,0.11121,190.49,0.0,0.0,0.00616,0.0,0.02634,0.0,4.5584,38.083,0.02863,0.0,133.67,0.0,0.0,0.0,עכירות קטנה. זרימות בינונית-מהירה (4) לאפיק עם אבנים. נמדד אחרי המפל השני.
3,2020-03-03,0.24435230000000002,0.008468405555555555,44.87945741,0.08656259,51.41096666666667,434.7002,8.25,2396.0,10.0,14.68,44.82,59.5,36.75,0.0,0.04164,0.0,0.16761,197.71,0.0,0.0,0.00599,0.0,0.07024,0.0,6.4297,47.307,0.00948,0.0,182.96,0.0,0.0,0.0,עכירות קטנה. זררימות בינונית-מהירה (5). חצי מהמעביר בטון עם משקעין. נקזים לצד הכביש יבשים.
4,2020-03-03,0.2423544,0.012876569999999999,44.36413125,0.08308875,51.83846666666667,435.1474,8.34,2408.0,15.0,14.4,45.1,59.5,36.02,0.0,0.03344,0.0,0.17224,198.19,0.0,0.0,0.00613,0.0,0.03171,0.0,6.7068,50.269,0.01665,0.0,182.19,0.0,0.0,0.0,מים עכורים במקצת. קרקעית בוצית. בהמשך זרימה יפה עם מהירות בינונית (4). נצפה צב במים.
5,2020-03-03,0.08831413,0.015730967777777778,30.5270227,0.19987729999999998,39.85326666666666,502.692,8.14,2479.0,65.0,9.793,28.31,38.1,23.51,0.0,0.03366,0.0,0.14673,203.07,0.0,0.0,0.00624,0.0,0.16725,0.0,11.58,52.323,0.02234,0.0,174.87,0.00138,0.0,0.0,מיעם עכורים. בריכה לפני גשר עם קרקעית בוצית עם זרימה איטית (2). אחרי גשר זרימה מהירה (5) על אפיק סלעי.
6,2020-03-03,0.0038163299999999997,0.008123593333333333,43.98631374,0.012316259999999999,34.393366666666665,646.914,7.04,3027.0,78.0,4.651,19.02,23.67,35.5,0.0,0.02843,0.0,0.20143,250.72,0.0,0.0,0.0068,0.0,0.13035,0.0,1.6646,71.064,0.00881,0.0,184.47,0.0,0.0,0.00263,מים צלולים. פושרים.
7,2020-03-03,0.20821879999999998,0.018158085555555554,40.332036200000005,0.12118380000000001,50.105266666666665,484.3658,8.02,2499.0,11.0,14.83,45.21,60.04,28.96,0.0,0.0334,0.0,0.16774,182.2,0.0,0.0,0.00631,0.0,0.08082,0.0,8.1506,57.093,0.06787,0.0,188.0,0.0,0.0,0.0,זרימה עכורה במקצת. זרימה מהירה (5). נדגם מחלק מבוטן.
8,2020-03-03,0.21794560000000002,0.044608713333333334,25.875969,0.188401,50.217600000000004,611.851,8.1,2802.0,90.0,14.81,45.66,60.47,19.54,0.0,0.05409,0.0,0.23049,180.07,0.0,0.0,0.00612,0.0,0.10497,0.0,7.2825,67.837,0.05475,0.0,243.45,0.0,0.0,0.02077,מים עכורים. זרימה איטית (2). נחל רחב. נמדד אחרי גשר.
9,2020-03-03,0.5082808,0.1211822111111111,26.582173599999997,0.2164764,59.783166666666666,686.1476,8.05,3180.0,50.0,19.82,58.78,78.6,18.74,0.0,0.05703,0.0,0.29515,194.86,0.0,0.0,0.00618,0.0,0.16916,0.0,11.078,79.622,0.1531,0.00265,296.26,0.00397,0.0,0.00462,מים עכורים ומלוכלכים (בועות במים). זרימה איטית (3). נמדד לפני צינור.
10,2020-03-03,0.2908203,0.09492614444444444,28.5989449,0.2207951,50.71356666666667,621.3812,8.12,2854.0,30.0,16.06,48.91,64.97,19.65,0.0,0.04682,0.0,0.24157,185.02,0.0,0.0,0.00612,0.0,0.2208,0.0,8.4316,71.269,0.08687,0.00199,252.47,0.00138,0.0,0.0219,"מים עכורים. זרימה מהירה (7). מים מעל סכר, ומהצדדים ובעיקר מימין. מים מגיעים מאפיק מערבי."
11,2020-03-03,1.22764,0.43557484444444444,25.554455400000002,0.4658646,50.979899999999994,602.5233,7.96,2848.0,85.0,17.81,49.88,67.69,19.44,0.0,0.04548,0.0,0.26108,171.95,0.0,0.0,0.00604,0.0,0.06974,0.0,13.676,69.602,0.09998,0.00187,259.89,0.00195,0.0,0.0,מים עכורים. זרימה איטית (3) אל מקטע מוצף של הקישון. נמדד לפני גשר.
12,2020-03-03,1.41938,10.631911111111112,14.148382,1.332798,55.3696,743.005,7.89,3272.0,165.0,16.75,39.62,56.37,20.01,0.0,0.07903,0.0,0.25828,163.04,0.0,0.00126,0.00627,0.0,0.13999,0.0,17.113,70.774,0.25604,0.00182,346.24,0.00379,0.0,0.0,מים עכורים-חומים. זרימה מהירה (6). נמדהה כמה מ'מזרחית לדקל. גובה נמדד מצד האפיק.
13,2020-03-03,1.35709,8.235935555555555,16.005289,1.221031,54.25293333333334,718.1426,7.85,3221.0,90.0,16.89,41.1,57.99,19.8,0.0,0.0838,0.0,0.25741,163.42,0.0,0.00139,0.00624,0.0,0.12027,0.0,16.416,68.57,0.23742,0.0,325.6,0.00374,0.0,0.0,מים עכורים מציפים את הגשר מעט מעל גובה המעקה. זרימה מהירה (7) לתוך בריכה מוצפת.
1,2020-03-18,1.02957,0.192822,71.6901983,0.1236117,42.43633333333333,282.9756,7.93,1999.0,5,16.02,46.7,62.72,46.35,0.0,,,,,,,,,,,,,,,,,,,מהירות זרימה בינונית-מהירה (4). עכירות נמוכה. נחלק מחלק מבוטן שיש עליו סדימנטים בצדדים וירוקת בתחתית. יש זרימה לכיוון הנחל.
2,2020-03-18,0.5872756,0.16259078888888887,47.916353699999995,0.16106630000000002,43.81466666666666,305.8675,8.08,1972.0,27,14.54,41.27,55.81,37.7,0.0,,,,,,,,,,,,,,,,,,,מהירות זרימה מבינונית מהירה (5). עכירות נמוכה. אפיק צר ומסולי. נדגם לאחר המפל השני.
3,2020-03-18,0.2579997,0.1287615,45.470589999999994,0.12586,45.06946666666667,388.3947,7.98,2150.0,5,16.13,44.15,60.28,28.01,0.0,,,,,,,,,,,,,,,,,,,מהירות בינונית-מהירה (5). עכירות בינונית. מנדד מחלק מבוטן אחרי גשר. זרימות נגר קטנות מהצדדים.
4,2020-03-18,0.2950701,0.12327816666666666,37.2267598,0.11953019999999999,44.5151,365.9404,8.15,2063.0,20,15.91,43.61,59.52,25.12,0.0,,,,,,,,,,,,,,,,,,,מהירות בינונית-איטית בהמשך (#). בריכה אחרי גשם עם קרקעית בוצית. עכירות בינונית גבוהה.
5,2020-03-18,1.55382,1.3482661111111112,19.5249672,0.6962628,25.13473666666667,285.6184,7.96,1655.0,90,21.38,41.87,63.25,16.9,0.0,,,,,,,,,,,,,,,,,,,נמדד לפני הגשר - בו מהירות איטית (2) אחרי הגשר הגשר מהירות בינונית (5) במקטע סלעי. מים בעכירות בינונית.
6,2020-03-18,0.03060581,0.014281462222222223,45.22497236,0.01365764,34.89393333333333,642.5493,7.0,3020.0,87,12.76,46.63,59.39,34.85,0.0,,,,,,,,,,,,,,,,,,,מים צלולים. פושרים.
7,2020-03-18,1.07088,0.4797986666666667,29.7605596,0.4106704,36.154199999999996,350.2003,7.85,1926.0,10,19.85,42.26,62.11,20.79,0.0,,,,,,,,,,,,,,,,,,,זרימה בינונית מהירה (6-7) עכירות בינונית-גבוהה. נמדד מחלק מבוטן.
8,2020-03-18,1.72908,2.059959222222222,17.6439482,0.7359418,31.188103333333334,374.1458,7.89,1970.0,91,21.8,40.33,62.13,15.07,0.0,,,,,,,,,,,,,,,,,,,"זרימה איטית (2) באפיק רחב. עכירות בינונית גבוהה. נמדד אחרי הגשר, קרקעית בוצית."
9,2020-03-18,1.79714,1.8904215555555557,19.8093858,0.6031542,47.593266666666665,518.5883,7.86,2636.0,45,24.4,55.0,79.4,14.98,0.0,,,,,,,,,,,,,,,,,,,זרימה איטית (3). מים עכורים ומלוכלכים נמדד לפני צינור ברזל.
10,2020-03-18,1.8157,2.680758111111111,19.693610500000002,0.7336495,38.5959,412.4413,8.02,2082.0,45,23.21,42.99,66.2,15.82,0.0,,,,,,,,,,,,,,,,,,,"זרימה מהירה (7). מוצף מעל סכר, זרימה חזקה מן הצדדים (במיוחד ימין). ערוץ מערבי זורם. עכירות ביונית-גבוהה."
11,2020-03-18,1.92991,5.733210777777778,17.1973232,0.7680768,38.0504,403.6613,7.88,2091.0,115,22.19,40.91,63.1,16.04,0.0,,,,,,,,,,,,,,,,,,,מהירות זרימה נמוכה (2). הקישון מוצף וזורם לתוך אפיק נהלל. עכירות בינונית גבוהה. מי דגימה כ-10 מ' לפני שפך.
12,2020-03-18,1.12512,4.089368111111111,18.822068,1.045012,42.075966666666666,564.5521,7.95,2579.0,185,16.03,38.18,54.21,13.85,0.0,,,,,,,,,,,,,,,,,,,זרימה מהירה (7). עכירות גבוהה. נמדד כ-10 מ לפני עץ דקל. גובה נמדד מצד האפיק מכיוון שאין גישה.
13,2020-03-18,1.02907,3.914851111111111,18.055405,1.024145,43.28113333333334,573.554,7.95,2491.0,?,17.19,38.88,56.07,14.12,0.0,,,,,,,,,,,,,,,,,,,"נחל מוצף, כולל גשר. זרימה חזקה (8). עכירות גבוהה (מים חומים). לא ניתן למדוד גובה."
1,2020-04-21,0.1961249,0.1384925111111111,84.51210775999999,0.04693224,41.648266666666665,284.9307,7.99,2321.0,3,11.79,38.06,49.85,62.74,0.0,0.1072,0.0,0.12488,221.36,0.00044,0.0,0.01021,0.0,0.04181,0.0,2.6846,42.646,0.04323,0.0024,141.43,0.0,0.0,0.0,"מהירות איטית (2). עכריות נמוכה מאוד. ירוקת על משטח בטון, וסדימנטים בצדדים. זרימה קטנה לנחל נהלל"
2,2020-04-21,0.1284736,0.1351913111111111,93.03666790999999,0.08191209,51.399033333333335,340.6053,7.76,2396.0,22,6.754,21.98,28.73,62.56,0.0,0.07042,0.0,0.12187,236.48,0.0,0.0,0.00968,0.0,0.03081,0.0,2.6527,43.565,0.04123,0.0,141.56,0.0,0.0,0.0,מהירות זרימה בינונית (3-4). אפיק מסולע. עכירות מאד נמוכה.
3,2020-04-21,0.3004695,0.11174216666666667,65.80333083,0.04072917,58.50833333333333,463.0776,7.7,2684.0,3,13.79,44.87,58.66,48.16,0.0,0.07071,0.0,0.18074,228.89,0.0,0.0,0.01063,0.0,0.06135,0.0,4.4017,55.869,0.04748,0.0,188.54,0.0,0.0,0.0,מהירות בינונית-איטית (3). חצי שמאלי (מזרחי) של משטח בטון מכוסה בסדימנטים. אין זרימה באפיקים צדדים
4,2020-04-21,0.24421510000000002,0.18687036666666668,64.61791631999999,0.08014368000000001,55.897166666666664,469.5858,7.94,2696.0,25,13.55,43.37,56.92,44.09,0.0,0.0646,0.0,0.17937,221.93,0.0,0.0,0.01008,0.00303,0.01117,0.0,5.0576,56.681,0.02649,0.0,194.87,0.00092,0.0,0.0,זרימה איטית מאד (1). קרקעית בוצעת. עכירות נמוכה מאד
5,2020-04-21,0.116313,0.08885224444444445,39.50404836,0.09251164,49.17523333333333,610.829,7.77,2962.0,86 (לפני)/ 22 (אחרי) ,9.39,29.71,39.1,30.39,0.0,0.05544,0.0,0.16912,239.69,0.0,0.0,0.01035,0.0,0.0221,0.0,11.223,59.806,0.04057,0.0,201.26,0.0,0.0,0.0,זרימה איטית לפני גשר (1) וזרימה בינונית (4) אחרי באפיק מסולע ותלול. עכירות נמוכה
6,2020-04-21,0.04755524,0.0859561888888889,46.29132934,0.016800660000000002,38.780766666666665,640.2826,6.64,2991.0,85,6.139,23.43,29.57,34.54,0.0,0.05162,0.0,0.20463,242.84,0.0,0.0,0.01071,0.0,0.02823,0.0,1.4908,73.428,0.03237,0.0,191.07,0.0,0.0,0.0,מים צלולים. קרירים.
7,2020-04-21,0.3254168,0.31178186666666663,53.29048,0.49219999999999997,61.81716666666667,579.0828,7.6,3137.0,7,14.77,44.24,59.01,41.45,0.0,0.05732,0.0,0.22097,232.19,0.0,0.0,0.00994,0.0,0.01881,0.0,7.5691,69.728,0.11519,0.0,228.31,0.00091,0.0,0.0,זרימה בינונית (4). משטח בטון מכוסה ירוקת. מים עם עכירות הנוכה.
8,2020-04-21,0.3660541,0.18532406666666668,37.3920947,0.44371530000000003,61.6868,734.2512,7.93,3409.0,87,16.41,51.91,68.32,21.68,0.0,0.05965,0.0,0.30498,200.7,0.0,0.0,0.01033,0.0,0.03995,0.0,5.5279,87.699,0.11252,0.00193,294.23,0.0014,0.0,0.0,זרימה איטית (1). קרקעית בוצית. מים עכורים בינונית.
9,2020-04-21,0.4549934,0.2072852444444444,28.2851082,0.23761179999999998,51.20863333333333,557.4402,8.13,2739.0,39,16.76,52.24,69.0,17.54,0.0,0.06317,0.0,0.25537,172.12,0.0,0.0,0.01034,0.0,0.04214,0.0,5.938,70.653,0.1027,0.00293,236.56,0.00225,0.0,0.00557,מים עכורים ומלולגים. זרימה איטית (2-3). קרקעית בוציעת.
10,2020-04-21,0.5470134000000001,1.4752251111111112,33.6723192,0.5394608,62.48896666666667,768.0618,8.03,3475.0,16,16.89,51.43,68.32,21.59,0.0,0.07403,0.0,0.31927,201.98,0.0,0.0,0.0096,0.0,0.04249,0.0,7.3067,89.373,0.15578,0.00195,315.88,0.00166,0.0,0.0,מים בעכירות בינונית. זרימה קטנה מעל סכר. מים גולשים מעט מימין. מהירות זרימה בינונית מהירה (5)
11,2020-04-21,2.71341,0.3163752666666666,30.185312,2.0527979999999997,61.453300000000006,711.387,7.96,3300.0,44,19.83,52.15,71.98,19.76,0.0,0.06871,0.0,0.341,175.48,0.0,0.0,0.01073,0.0,0.03607,0.0,19.846,79.814,0.07302,0.00265,315.58,0.00223,0.0,0.0,מים עכורים (שחורים). זרימה איטית (2-3)
12,2020-04-21,1.86462,11.656656666666667,17.053798,4.034562,56.08776666666666,731.1328,7.93,3272.0,90 (בצד האפיק),17.16,40.15,57.31,23.34,0.0,0.10135,0.0,0.27121,147.19,0.0,0.0,0.01023,0.0,0.05937,0.0,18.351,69.173,0.18447,0.0,338.53,0.00305,0.0,0.0,מים עכורים חומים. מהירות זרימה בינונית מהירה (5)
13,2020-04-21,1.8285,11.066727777777778,19.393559000000003,3.848231,55.72143333333333,736.8855,7.99,3279.0,75,18.62,44.51,63.13,23.35,0.0,0.08392,0.0,0.37829,150.63,0.0,0.0,0.01065,0.00256,0.07258,0.0,18.226,70.415,0.19714,0.0,335.04,0.0033,0.0,0.0026,"מים עכורים (חומים). זרימה מהירה (6). מים לא עולים על גשר, אבל גבוהים וכמעט מגיעים לקו הגשר."
1,2020-05-06,0.25401,0.16325555555555557,76.71958929,0.07423071,53.844500000000004,361.0959,8.03,2403.0,4,,,,,,,,,,,,,,,,,,,,,,,,זרימה איטית (2). ירוקת על משטח בטון. עכירות נמוכה זרימה קטנה לכיוון נחל נהלל
2,2020-05-06,0.29621,0.11898024444444445,68.79201788,0.07809212,49.71573333333333,343.5421,8.03,2386.0,21,,,,,,,,,,,,,,,,,,,,,,,,זרימה בינונית (3-4). נמדד אחרי מפל שני (זרימה 3 אחרי). מים בעכירות נמוכה-בינונית
3,2020-05-06,0.20607,0.04778798888888888,49.076026399999996,0.0438836,55.793366666666664,469.5707,8.08,2680.0,5,,,,,,,,,,,,,,,,,,,,,,,,זרימה איטית (2). מים עכורים במקצת. ירוקת על משטח בטון.
4,2020-05-06,0.23805,0.055583803333333334,45.2819243,0.1127157,56.184799999999996,468.0248,7.88,2710.0,24,,,,,,,,,,,,,,,,,,,,,,,,זרימה איטית עד לא קיימת (1). מים עם עכירות נמוכה. הקרקעית בוצית. נמדד אחרי גשר.
5,2020-05-06,0.1494259,0.07645568777777777,44.8385905,0.1082095,42.26446666666667,555.2974,7.91,2731.0,91 (לפני)/ 25 (אחרי) ,,,,,,,,,,,,,,,,,,,,,,,,נדגם לפני גשר: זרימה איטית (2). מים עכורים. אחרי: זרימה מהירה (4-5) באפיק סלעי וצר.
6,2020-05-06,0.01339114,0.03221960777777778,48.09162,0.0,35.335233333333335,630.0895,6.84,3019.0,81,,,,,,,,,,,,,,,,,,,,,,,,מים צלולים. פושרים
7,2020-05-06,0.32126,0.24809555555555557,32.334672600000005,0.4286974,52.0211,539.0958,7.77,2835.0,9,,,,,,,,,,,,,,,,,,,,,,,,מהירות זרימה בינונית-מהירה (4-5). מים עכורים במקצת. ירוקת על משטח בטון
8,2020-05-06,0.49655,0.013552116666666666,22.6716656,0.8188244,56.41976666666667,781.5253,8.01,3466.0,87,,,,,,,,,,,,,,,,,,,,,,,,"קרקעית בוצית, מים עומדים עם זרימה איטית מאד (0-1). מים מלוכלים ובעכירות בינונית"
9,2020-05-06,0.65642,0.34728555555555557,22.33694,0.16184,48.4266,517.9152,8.08,2578.0,45,,,,,,,,,,,,,,,,,,,,,,,,"זרימה איטית מאד. מים חומים, מלכלכים ועכורים."
10,2020-05-06,0.28641,0.010743615555555554,16.293287,0.334533,47.31956666666667,593.3158,8.4,2748.0,29,,,,,,,,,,,,,,,,,,,,,,,,זרימה בינונית (4). מעל הסכר וממהצדדים. קצף במים אחרי הסכר. עכירות נמוכה. מכאן והילך נמדד בבקבוק פלסטיק.
11,2020-05-06,1.88225,0.7230844444444444,20.313941099999997,0.8483389,51.409,634.3762,8.0,2955.0,57,,,,,,,,,,,,,,,,,,,,,,,,מים מלוכלים ושחורים. זרימה איטית מאד (1-2). לכלוך צף על המים.
12,2020-05-06,1.32131,5.834974444444445,15.14799,2.4566399999999997,51.49836666666667,722.5881,7.85,3199.0,110 (בצד האפיק),,,,,,,,,,,,,,,,,,,,,,,,מים חומים ועכורים. מהירות זרימה בינונית מהירה (5). נמדד ונדגם מצד האפיק.
